,lsh_id,real_id,lon,lat
0,0,4548141057,104.0809388,30.6220521
1,1,4548141062,104.0746056,30.6229357
2,2,4548141067,104.0742518,30.6253295
3,3,1457872913,104.0995121,30.6878465
4,4,4548141073,104.081466,30.6249617
5,5,4693610169,104.0702621,30.6337975
6,6,1159462933,104.0219601,30.6770618
7,7,1159462937,104.0237467,30.6766044
8,8,1457872927,104.1000338,30.6883096
9,9,1159176227,104.0599734,30.6250578
10,10,1159176228,104.0643543,30.6251747
11,11,5535137829,104.0403819,30.67774
12,12,4449099823,104.1054802,30.6422134
13,13,5535137840,104.0436256,30.6774706
14,14,1159462960,104.0234651,30.6755637
15,15,6554361905,104.1151536,30.6765882
16,16,6554361906,104.1138571,30.6761968
17,17,5535137844,104.0406438,30.6795702
18,18,4449099825,104.1149373,30.6423716
19,19,3541393462,104.0231184,30.6893606
20,20,4449099824,104.1143831,30.6425229
21,21,3541393464,104.0224797,30.6862686
22,22,5535137848,104.0400998,30.6803088
23,23,5535137850,104.040277,30.680605
24,24,5535137849,104.0405978,30.679485
25,25,4449099834,104.1108808,30.6437846
26,26,4449099837,104.1115974,30.644169
27,27,3541393470,104.0260069,30.6871359
28,28,3541393471,104.0142139,30.6903614
29,29,3580182592,104.0338654,30.6762222
30,30,3541393472,104.0235791,30.6875485
31,31,5535137862,104.0442951,30.6819916
32,32,5535137863,104.0435251,30.6829219
33,33,6209470538,104.0283941,30.6465276
34,34,5535137867,104.0435091,30.6834378
35,35,6209470540,104.0293492,30.6460153
36,36,5535137870,104.0432912,30.6832011
37,37,6209470542,104.0292547,30.6501995
38,38,5535137872,104.0449878,30.6858033
39,39,5535137873,104.0449802,30.6858882
40,40,2726912083,104.0551667,30.6798906
41,41,1457815639,104.1091126,30.6941211
42,42,4449099864,104.1060983,30.6515263
43,43,4400595034,104.0752209,30.6741326
44,44,2726912093,104.075259,30.6768881
45,45,2712272990,104.0957771,30.6746293
46,46,5529895009,104.0867673,30.6498898
47,47,5529895012,104.0881808,30.6501778
48,48,5529895014,104.0879586,30.6493874
49,49,5535137895,104.0425434,30.6847246
50,50,5535137896,104.0420786,30.6847311
51,51,5535137897,104.0421296,30.6836829
52,52,5535137898,104.0426517,30.6837334
53,53,5535137899,104.0418585,30.6848099
54,54,5529895016,104.0858693,30.6502685
55,55,5529895015,104.087185,30.6506396
56,56,314654830,104.0444735,30.628729
57,57,5535137903,104.041037,30.6848731
58,58,5535137904,104.041516,30.6852631
59,59,5529895017,104.0863139,30.6509874
60,60,5529895018,104.0865045,30.6514033
61,61,5535137912,104.0411044,30.685794
62,62,5535137913,104.0372269,30.6821086
63,63,5535137914,104.0354208,30.6829362
64,64,5535137915,104.0338668,30.6839592
65,65,5535137916,104.0365229,30.6809503
66,66,5535137917,104.0377309,30.6829708
67,67,5535137920,104.0371239,30.6819392
68,68,5514125485,104.0878952,30.6419967
69,69,1159176366,104.0577093,30.6256022
70,70,1159176368,104.0553279,30.6255469
71,71,5514125489,104.0303108,30.6488342
72,72,5514125490,104.0291414,30.6489334
73,73,5514125491,104.030115,30.6516155
74,74,5514125492,104.0300174,30.6516223
75,75,1159504053,104.0213227,30.6972777
76,76,1159504057,104.0232884,30.6986686
77,77,5514125499,104.0313605,30.6524362
78,78,5514125500,104.0299508,30.6524388
79,79,5514125501,104.0313113,30.6501568
80,80,5514125502,104.0313649,30.6532914
81,81,2560005533,104.0248423,30.621906
82,82,5514125506,104.0537606,30.6667265
83,83,5514125513,104.0959294,30.6562993
84,84,5514125515,104.0948842,30.6544033
85,85,1159155219,104.1020127,30.6428346
86,86,6235586769,104.0594741,30.6971699
87,87,1159143633,104.1010666,30.6714938
88,88,6235586773,104.0576958,30.6969402
89,89,1159143637,104.1027262,30.6673044
90,90,1388445910,104.0725925,30.6467232
91,91,6235586776,104.0562596,30.6972187
92,92,3633021146,104.080652,30.674454
93,93,1159155221,104.1015484,30.6442125
94,94,1507393760,104.0787821,30.695518
95,95,1460306173,104.1124706,30.6550603
96,96,1458692371,104.0924499,30.6789356
97,97,1445519636,104.0636154,30.6461358
98,98,2039522710,104.1074247,30.6733775
99,99,1458692381,104.09218,30.6791691
100,100,1458692382,104.0927197,30.6791691
101,101,441221408,104.0229053,30.6459042
102,102,1458692386,104.0924529,30.6793998
103,103,441221413,104.0229906,30.6461291
104,104,1958204341,104.0885161,30.6681243
105,105,314655016,104.0440144,30.6280198
106,106,314655017,104.044124,30.6280339
107,107,4748173614,104.0158981,30.6238434
108,108,4748173616,104.0195958,30.623705
109,109,4748173618,104.0188087,30.6230928
110,110,4748173619,104.0183999,30.6227748
111,111,4230611257,104.0729139,30.6507883
112,112,4230611259,104.072759,30.6508329
113,113,4230611261,104.0716757,30.6511163
114,114,314655039,104.0445255,30.627425
115,115,6278242624,104.0733371,30.6559323
116,116,1845199170,104.0719265,30.6782016
117,117,4230611267,104.07104,30.6512533
118,118,1845199172,104.0705217,30.6794445
119,119,6356151901,104.0975292,30.6705272
120,120,4230611269,104.0708654,30.6513517
121,121,4230611271,104.0702595,30.6517581
122,122,4521001283,104.085062,30.6532424
123,123,5535138121,104.0399988,30.6805904
124,124,5535138122,104.0365326,30.6868698
125,125,5535138123,104.0347048,30.6848653
126,126,5535138124,104.0328566,30.6828886
127,127,441221450,104.023808,30.6466367
128,128,441221454,104.0253336,30.6476882
129,129,6356151902,104.0973915,30.6704855
130,130,4230611280,104.0663872,30.6547707
131,131,4230611281,104.0662177,30.6546647
132,132,4230611278,104.0678295,30.6536312
133,133,5535138131,104.0345933,30.6868161
134,134,6356151904,104.0946561,30.6696651
135,135,4230611279,104.0679102,30.653731
136,136,5535138135,104.0341512,30.688257
137,137,5535138136,104.0346751,30.6879542
138,138,441221463,104.0276824,30.6481045
139,139,441221465,104.0292359,30.648087
140,140,441221468,104.0308527,30.6480511
141,141,1159155247,104.093265,30.6467782
142,142,2217746783,104.0669838,30.660765
143,143,5535138144,104.037646,30.6898384
144,144,5535138146,104.0369268,30.6907892
145,145,5535138147,104.0366481,30.6906376
146,146,2217746791,104.0617227,30.6608062
147,147,2217746793,104.0617443,30.6606368
148,148,2217746797,104.064972,30.660892
149,149,2217746798,104.0601325,30.6608476
150,150,5535138160,104.034408,30.6866048
151,151,5535138161,104.0355713,30.6858156
152,152,2217746800,104.0649716,30.6607156
153,153,441221495,104.0222864,30.6503372
154,154,1159176574,104.0581825,30.6305504
155,155,5535138176,104.034025,30.6861822
156,156,1159176576,104.0583117,30.6272808
157,157,1159225730,104.0516672,30.6980105
158,158,5535138179,104.033739,30.6874186
159,159,5535138180,104.030197,30.686046
160,160,5535138181,104.0310556,30.6854615
161,161,5535138182,104.0321307,30.6866322
162,162,5535138203,104.0326118,30.6799882
163,163,5863506332,104.068296,30.6626388
164,164,5535138205,104.0327942,30.6790369
165,165,5535138210,104.038144,30.6774667
166,166,5535138213,104.0361993,30.6786922
167,167,5535138216,104.0361224,30.67859
168,168,1159176619,104.0582643,30.6289808
169,169,3562086829,104.0407864,30.6816271
170,170,1159143854,104.0839488,30.6784353
171,171,1159143853,104.0867398,30.677097
172,172,1159176621,104.059852,30.6289904
173,173,2041535225,104.079872,30.6639795
174,174,3562086841,104.0432901,30.6764137
175,175,1827955130,104.054463,30.6645283
176,176,3562086843,104.0372788,30.6849668
177,177,1827955129,104.0580811,30.663541
178,178,3562086847,104.0442623,30.6801323
179,179,3562086848,104.0595487,30.6732419
180,180,314655170,104.0491371,30.628819
181,181,1756193219,104.0289202,30.6382365
182,182,1159160259,104.0945816,30.6261211
183,183,2717786564,104.0814952,30.6251659
184,184,3562086854,104.0433268,30.6793226
185,185,3562086855,104.0427216,30.6812148
186,186,1756193224,104.0221175,30.6456972
187,187,1458037193,104.1006812,30.6865631
188,188,2717786570,104.0775698,30.6252646
189,189,1908261319,104.1166237,30.6305027
190,190,5488370125,104.101461,30.6851482
191,191,1756193230,104.0286406,30.6390757
192,192,432453024,104.1036283,30.6476681
193,193,1459929556,104.1114646,30.6440896
194,194,6303506903,104.0583293,30.6972549
195,195,1908261346,104.1025401,30.6254216
196,196,6682522842,104.0825939,30.6349898
197,197,6682522843,104.0836961,30.6345999
198,198,1756176880,104.0293032,30.6384692
199,199,6682522845,104.0835185,30.6342336
200,200,1159512572,104.0759772,30.649774
201,201,6682522846,104.0822623,30.6342629
202,202,1756176894,104.0677925,30.6779244
203,203,3523314177,104.0539199,30.6271128
204,204,6682522847,104.0833475,30.6338734
205,205,3523314183,104.0599625,30.6255648
206,206,4701577736,104.0727955,30.6485928
207,207,1492615689,104.064387,30.6233246
208,208,3523314186,104.0599357,30.6268297
209,209,5133238793,104.0739904,30.6292254
210,210,3523314188,104.0520132,30.6256411
211,211,1492615693,104.0644663,30.624497
212,212,4701577738,104.0721736,30.6486566
213,213,1492615695,104.0643719,30.6244396
214,214,6682522849,104.0865161,30.632739
215,215,4701577743,104.0722028,30.6488358
216,216,6682522850,104.0851353,30.6332356
217,217,4701577750,104.0812451,30.6225509
218,218,6682522851,104.0847676,30.6324284
219,219,4701577753,104.0807794,30.6228088
220,220,1908261403,104.1167422,30.6305858
221,221,4701577759,104.0812136,30.6223862
222,222,4701577761,104.0809662,30.6224224
223,223,4701577764,104.0807955,30.6231335
224,224,4701577767,104.0819768,30.6231676
225,225,4701577775,104.0800084,30.6230962
226,226,4701577776,104.079999,30.6234797
227,227,4701577777,104.0792038,30.6230768
228,228,4549993011,104.0472174,30.6969901
229,229,4701577780,104.0759959,30.6230129
230,230,4701577781,104.0760322,30.6232535
231,231,4701577779,104.0792126,30.6234569
232,232,1159176756,104.0510417,30.6318037
233,233,1459003959,104.0999847,30.6590147
234,234,1159176757,104.0535779,30.6318315
235,235,1459003958,104.0998916,30.6588675
236,236,5500903996,104.064369,30.6995558
237,237,1159234110,104.0708927,30.6948148
238,238,2852225599,104.060178,30.6383534
239,239,5500904000,104.0640468,30.6981847
240,240,4549993024,104.0549275,30.6969437
241,241,314614336,104.0527377,30.6416734
242,242,1159234118,104.0637424,30.6948866
243,243,5500904010,104.0639549,30.6981336
244,244,314614358,104.0455141,30.6303817
245,245,314614375,104.0399783,30.6218787
246,246,4782097001,104.0245368,30.6270492
247,247,3632988778,104.0326162,30.6647262
248,248,4782097003,104.0248876,30.6252512
249,249,4782097004,104.0233075,30.6252518
250,250,4782097006,104.023372,30.6261211
251,251,3632988784,104.0312577,30.6650846
252,252,3632988785,104.033236,30.6637576
253,253,3632988786,104.032285,30.6642933
254,254,3632988787,104.0311281,30.6645611
255,255,4782097009,104.0238794,30.6273549
256,256,4782097012,104.0252487,30.6267233
257,257,4782097008,104.0236448,30.6270058
258,258,4782097014,104.0243054,30.6266887
259,259,4154147444,104.1135004,30.6326823
260,260,6810698362,104.043002,30.6854256
261,261,288416379,104.083862,30.6898358
262,262,288416380,104.080525,30.6847522
263,263,6810698366,104.040901,30.6867022
264,264,6810698367,104.0406267,30.6866269
265,265,4222812800,104.0156249,30.6408955
266,266,288416386,104.0690996,30.6799019
267,267,1159234180,104.0671956,30.6948312
268,268,1159234181,104.0742701,30.6948004
269,269,4222812805,104.0181343,30.6424088
270,270,4222812804,104.0167533,30.6417196
271,271,4222812808,104.0209366,30.6446511
272,272,4222812807,104.0179979,30.6426054
273,273,3113656970,104.0485473,30.6657565
274,274,6810698379,104.0431664,30.685294
275,275,3113656968,104.0516904,30.6644148
276,276,3113656969,104.0519756,30.6649154
277,277,288416399,104.0336018,30.6809746
278,278,4772463247,104.0469352,30.6641113
279,279,4772463248,104.0461897,30.6629599
280,280,5500904084,104.0584012,30.6969292
281,281,2847752854,104.1057368,30.6596478
282,282,5500904088,104.0575794,30.6916936
283,283,2847752857,104.1088728,30.6595907
284,284,2546074266,104.0296633,30.6860712
285,285,4222812826,104.022347,30.6454477
286,286,4772463256,104.0450568,30.6635342
287,287,2546074269,104.0269981,30.688064
288,288,4772463262,104.0450755,30.6635247
289,289,4222812831,104.0217781,30.6454508
290,290,4772463264,104.0443017,30.6618402
291,291,5500904097,104.0584292,30.6884095
292,292,5500904098,104.0576395,30.688426
293,293,4772463265,104.0456704,30.6632231
294,294,4772463268,104.0452239,30.6637815
295,295,5500904101,104.057171,30.6894905
296,296,4549993126,104.0288284,30.6988442
297,297,5500904102,104.0567686,30.691705
298,298,5500904103,104.0536655,30.691507
299,299,5500904105,104.0522123,30.6922215
300,300,5500904106,104.0528221,30.6931514
301,301,5500904107,104.0536658,30.6931678
302,302,2564227756,104.0145531,30.6422622
303,303,5500904108,104.0534294,30.692265
304,304,5500904110,104.0496887,30.6906538
305,305,4772463270,104.0461651,30.6619113
306,306,4772463273,104.0463071,30.6601789
307,307,5500904113,104.0499672,30.6914089
308,308,4772463281,104.0443583,30.660393
309,309,4772463283,104.0437551,30.6606806
310,310,4772463277,104.0469174,30.6602566
311,311,4772463280,104.0475421,30.6596576
312,312,4772463286,104.0441697,30.6615749
313,313,5500904119,104.054881,30.6967088
314,314,5500904120,104.0565586,30.6964821
315,315,4772463288,104.0440824,30.6613994
316,316,4772463290,104.0439786,30.6611907
317,317,4772463291,104.0435044,30.661337
318,318,4772463292,104.0438695,30.6609474
319,319,4772463293,104.0433954,30.6611276
320,320,4772463287,104.0436534,30.6617527
321,321,4772463295,104.0452989,30.6632205
322,322,4772463289,104.0435626,30.6615652
323,323,1159176888,104.0535225,30.6301219
324,324,4772463299,104.0446051,30.6625014
325,325,4772463300,104.0455896,30.6621289
326,326,314655429,104.0365362,30.6398782
327,327,4772463301,104.0450365,30.6623382
328,328,4772463302,104.044674,30.6617108
329,329,1492607688,104.0644785,30.6221993
330,330,4772463304,104.0451807,30.6615626
331,331,4772463305,104.0454958,30.6631339
332,332,1458586315,104.0978715,30.6858425
333,333,4772463303,104.0449828,30.661617
334,334,1458586317,104.0977932,30.6858946
335,335,4549993166,104.0549292,30.6972544
336,336,1159176910,104.0522837,30.6299161
337,337,4772463318,104.0444985,30.661778
338,338,4772463319,104.0450095,30.6635597
339,339,5535138522,104.0379253,30.6755845
340,340,5535138529,104.0395127,30.6793271
341,341,5535138530,104.040458,30.6810404
342,342,5535138531,104.0403448,30.6811029
343,343,1492607718,104.0644563,30.6228455
344,344,872833772,104.0670308,30.658909
345,345,4549993198,104.0437232,30.6963005
346,346,5535138546,104.0353557,30.6744078
347,347,5535138550,104.0356593,30.6709414
348,348,1458561796,104.0973176,30.6893571
349,349,3496551178,104.0508731,30.6204257
350,350,1492574988,104.0643473,30.6217426
351,351,1492574990,104.0642619,30.6230978
352,352,3516900110,104.0844355,30.6681384
353,353,3516900112,104.0682208,30.6717387
354,354,1492574993,104.0642359,30.6251745
355,355,3516900114,104.080231,30.6680061
356,356,3516900115,104.0743308,30.6727416
357,357,3516900117,104.0803729,30.6718356
358,358,3516900118,104.0794793,30.6704388
359,359,3516900120,104.0821581,30.6710255
360,360,3516900121,104.081195,30.6695929
361,361,3516900122,104.0723834,30.6698048
362,362,3516900123,104.0733321,30.6712286
363,363,1159488285,104.0733164,30.6875434
364,364,4154368798,104.0582862,30.6764701
365,365,1159176989,104.0503757,30.6308255
366,366,1159471906,104.0406454,30.6943794
367,367,1159471908,104.0403413,30.6933193
368,368,1159471913,104.038582,30.6891272
369,369,1159488308,104.0741838,30.6905045
370,370,1159488324,104.0742052,30.6926057
371,371,1302807371,104.0874982,30.6424224
372,372,1457840983,104.1019074,30.6909422
373,373,6211634007,104.0719434,30.6610418
374,374,1302807385,104.0865587,30.6436577
375,375,5484553077,104.0763761,30.686951
376,376,1302807417,104.0877804,30.642779
377,377,1159463802,104.021648,30.6759721
378,378,5484553083,104.0774477,30.690467
379,379,1159463804,104.0223973,30.6783977
380,380,5218132859,104.1166359,30.6307041
381,381,1302807423,104.0871649,30.6433624
382,382,5484553091,104.0792465,30.6969918
383,383,6235587462,104.0380762,30.6896648
384,384,4218012552,104.0459656,30.6269173
385,385,5484553099,104.0783475,30.6969885
386,386,4549993355,104.0577207,30.6972567
387,387,6235587469,104.0368268,30.6913856
388,388,672293777,104.0573859,30.6508424
389,389,1159496594,104.0435047,30.6883334
390,390,1159496600,104.0429548,30.6874704
391,391,4549993373,104.042303,30.6958597
392,392,1159496605,104.0418884,30.6883073
393,393,5162173344,104.0663287,30.6333539
394,394,1159168931,104.0824125,30.6363756
395,395,1159168936,104.0798064,30.6304837
396,396,4549993385,104.0473662,30.6969992
397,397,1159136172,104.0881973,30.6599369
398,398,6235587502,104.0359225,30.6927638
399,399,1159136176,104.0889127,30.6595884
400,400,314622896,104.0664771,30.6548869
401,401,6235587507,104.0337363,30.6948426
402,402,6140535732,104.1111694,30.6792239
403,403,6235587509,104.0318042,30.6964808
404,404,3562111924,104.0825493,30.6651037
405,405,314622903,104.0389028,30.6485626
406,406,6235587513,104.0388039,30.6937857
407,407,6235587517,104.036468,30.6918316
408,408,5602701324,104.0907755,30.6586279
409,409,6235587520,104.035286,30.6910803
410,410,4549993409,104.0409414,30.695016
411,411,4549993411,104.037534,30.6925601
412,412,6235587525,104.0372057,30.6922438
413,413,314622918,104.0581502,30.6607306
414,414,314622919,104.058246,30.6566903
415,415,6235587528,104.0374129,30.6926057
416,416,6235587529,104.0362643,30.6916634
417,417,314622924,104.0537838,30.65015
418,418,4549993421,104.0390329,30.6940178
419,419,1159496654,104.0391398,30.6900811
420,420,5602701328,104.0892244,30.6593738
421,421,314622931,104.0513248,30.6487546
422,422,5602701329,104.1003855,30.6541295
423,423,5602701330,104.0960469,30.6561773
424,424,5478294497,104.0583909,30.638189
425,425,5478294498,104.057744,30.6371413
426,426,5478294499,104.0567787,30.6357673
427,427,4294771686,104.0378721,30.6230257
428,428,4294771687,104.0327853,30.6203951
429,429,5478294504,104.0571254,30.637393
430,430,5478294507,104.0638868,30.6373122
431,431,314622956,104.0472286,30.6468907
432,432,314622958,104.0459662,30.644761
433,433,4549993455,104.0416646,30.6960205
434,434,5602701334,104.0691979,30.6694397
435,435,314622964,104.0637425,30.6461116
436,436,1493017589,104.0643713,30.6274028
437,437,6682522946,104.083906,30.6322421
438,438,314622970,104.0351945,30.6428346
439,439,5602701337,104.0682409,30.669473
440,440,5602701338,104.0700375,30.6697111
441,441,4724343814,104.0668326,30.6303061
442,442,4724343815,104.06442,30.6302412
443,443,1159480328,104.0709158,30.6743223
444,444,1159480331,104.0692044,30.6751365
445,445,1159480334,104.0666973,30.6764266
446,446,6124413979,104.0819036,30.6511513
447,447,5213238399,104.0835291,30.6408513
448,448,2039563300,104.105954,30.6926435
449,449,2039563301,104.1040766,30.6935985
450,450,2039563302,104.1050923,30.6915249
451,451,1159447628,104.0296938,30.6709515
452,452,1159447643,104.0302097,30.6732234
453,453,1159447644,104.0304351,30.6741974
454,454,1159447649,104.0312202,30.6776333
455,455,4219896930,104.040289,30.6217359
456,456,1445528674,104.0696574,30.6488848
457,457,5218133093,104.1055708,30.636983
458,458,6588187749,104.075382,30.6339401
459,459,6588187751,104.0758742,30.6331596
460,460,1159447656,104.0361967,30.68379
461,461,6588187750,104.0772026,30.6347589
462,462,6588187752,104.0776828,30.6339968
463,463,1815741549,104.0766467,30.6868511
464,464,6814327917,104.0917501,30.6693641
465,465,6814327919,104.0918115,30.6693079
466,466,314623088,104.0347608,30.6534113
467,467,1815741555,104.0764049,30.6862762
468,468,4580811894,104.0565985,30.6477803
469,469,6588187768,104.0755354,30.6261758
470,470,1815741561,104.0708566,30.6882655
471,471,314623097,104.0351017,30.6469123
472,472,314623099,104.0306897,30.6394678
473,473,1815741564,104.0636356,30.6882634
474,474,1819305084,104.1081534,30.6346534
475,475,1815741566,104.06055,30.6883872
476,476,314623102,104.0267045,30.6434755
477,477,2080646270,104.1039768,30.6223983
478,478,1815741570,104.0764652,30.6864339
479,479,1815741571,104.0732409,30.6873812
480,480,314623106,104.035148,30.6456718
481,481,1815741573,104.0671438,30.6882785
482,482,1504232582,104.0892912,30.6982118
483,483,314623112,104.0350235,30.6491419
484,484,314623117,104.0325831,30.6499932
485,485,1819305110,104.1047101,30.635022
486,486,314623138,104.0640242,30.6373225
487,487,1819305123,104.0887933,30.6260816
488,488,314623148,104.0635976,30.6515842
489,489,2712421553,104.0573059,30.6357703
490,490,2712421554,104.0574805,30.6319331
491,491,2712421555,104.0573572,30.6345249
492,492,2712421556,104.0592223,30.6345841
493,493,314623160,104.068101,30.6695892
494,494,1819305154,104.0918688,30.6251347
495,495,1819305169,104.107043,30.6357104
496,496,5478294745,104.0606382,30.6294762
497,497,5478294746,104.0605469,30.6319635
498,498,2217714910,104.0664485,30.6609371
499,499,5478294752,104.0597897,30.6304211
500,500,2217714914,104.0683961,30.6609716
501,501,6497535204,104.0778084,30.636062
502,502,1819305189,104.1069867,30.6383429
503,503,5478294760,104.0620655,30.6235519
504,504,5478294762,104.0620378,30.6227907
505,505,5478294764,104.0626448,30.6238797
506,506,6049744110,104.0765283,30.6789121
507,507,6049744111,104.0914399,30.6874937
508,508,6049744112,104.0923589,30.6856934
509,509,6049744113,104.0907919,30.6864787
510,510,5478294766,104.0626234,30.6251304
511,511,1458947310,104.0909144,30.6772008
512,512,5478294771,104.05919,30.6357108
513,513,6685885686,104.0857236,30.6344718
514,514,1159144695,104.0681071,30.6661373
515,515,6049744120,104.1012463,30.6900475
516,516,5478294778,104.0570927,30.6238774
517,517,5478294779,104.0566998,30.6238728
518,518,6049744122,104.1102442,30.6877838
519,519,5478294780,104.0563604,30.6238635
520,520,5478294782,104.0551407,30.6238616
521,521,5478294783,104.0567389,30.6225628
522,522,5478294781,104.0559044,30.6238681
523,523,6049744125,104.1075032,30.6885728
524,524,5478294786,104.0568891,30.6255827
525,525,6049744126,104.1082987,30.6890829
526,526,6049744128,104.109379,30.6901054
527,527,6049744133,104.1096034,30.6871691
528,528,2275370242,104.1062846,30.62321
529,529,4903105809,104.0830373,30.6545654
530,530,6049744142,104.1138355,30.6826527
531,531,6049744143,104.1150391,30.6819807
532,532,6049744147,104.1118427,30.6827864
533,533,6049744148,104.1140306,30.6822298
534,534,6049744149,104.1133922,30.6836139
535,535,5619295512,104.0645623,30.6222158
536,536,5619295513,104.0645365,30.6228945
537,537,3445777694,104.1048751,30.6403674
538,538,3445777695,104.1042406,30.6402969
539,539,6049744161,104.1065979,30.6860747
540,540,5478294821,104.0555908,30.6203374
541,541,6685885734,104.0854599,30.6362582
542,542,5478294823,104.0549923,30.6203067
543,543,7031948585,104.0402756,30.6223552
544,544,1819305258,104.095893,30.6221514
545,545,5628781867,104.0631033,30.6677301
546,546,5628781868,104.0630324,30.6695084
547,547,6685885740,104.0856128,30.6375888
548,548,7031948590,104.040599,30.6222506
549,549,6685885742,104.0863484,30.6374662
550,550,1819305264,104.091633,30.6279591
551,551,1819305271,104.1082506,30.6396884
552,552,1159169336,104.0828585,30.6379205
553,553,4393223481,104.0459332,30.6264943
554,554,3048498490,104.1010109,30.6433927
555,555,5218133309,104.1069172,30.6384488
556,556,1819305278,104.1071951,30.638507
557,557,2080646464,104.0955447,30.6267775
558,558,872834372,104.068469,30.6589096
559,559,1947583813,104.0808455,30.6923138
560,560,1819305291,104.1069709,30.6408383
561,561,5478294861,104.0600829,30.6202976
562,562,2333189455,104.0336509,30.6332803
563,563,1947583827,104.083098,30.6911661
564,564,3538781530,104.096455,30.6451628
565,565,2917008731,104.1085397,30.6373305
566,566,1947583836,104.0867935,30.6884774
567,567,2917008732,104.1083926,30.637094
568,568,5218133341,104.1165033,30.6306063
569,569,3523298656,104.0454678,30.6343904
570,570,3523298658,104.0474308,30.6333733
571,571,3523298659,104.0482285,30.6311598
572,572,3523298661,104.0530737,30.628226
573,573,3523298662,104.0558318,30.6298932
574,574,3523298663,104.0448164,30.6429248
575,575,3523298664,104.0466469,30.6319089
576,576,1947583849,104.087526,30.689593
577,577,3523298665,104.0500515,30.6303003
578,578,1947583851,104.0903817,30.6882074
579,579,3523298668,104.0475149,30.629993
580,580,3523298667,104.0476021,30.6334117
581,581,4438025582,104.078753,30.6970845
582,582,2677597544,104.0764702,30.647972
583,583,1159226736,104.0546776,30.6931254
584,584,1947583861,104.0893888,30.686736
585,585,1947583862,104.0886658,30.6870652
586,586,5218133365,104.108316,30.6430369
587,587,1947583867,104.0865201,30.685744
588,588,2329077117,104.1111397,30.6514558
589,589,1819305341,104.0903355,30.6238293
590,590,1819305343,104.0924339,30.6275766
591,591,6685885826,104.0887516,30.6375108
592,592,432432515,104.0580102,30.6505399
593,593,432432519,104.0547414,30.6514986
594,594,1819305351,104.0917678,30.6298922
595,595,6685885831,104.0880882,30.6389005
596,596,1819305354,104.1042642,30.637589
597,597,432432523,104.0512776,30.6548405
598,598,1819305356,104.0937392,30.6269056
599,599,432432527,104.0500351,30.6552496
600,600,1819305361,104.0902717,30.6245767
601,601,432432531,104.045026,30.6542216
602,602,6557672853,104.0255444,30.6819577
603,603,6557672854,104.0253013,30.6823689
604,604,6557672855,104.0158074,30.6923446
605,605,2039522711,104.1065727,30.6754118
606,606,2039522713,104.1070922,30.6741821
607,607,432432534,104.0387288,30.6541868
608,608,432432536,104.0430271,30.656271
609,609,432432540,104.0386256,30.6576369
610,610,432432535,104.0440009,30.6542013
611,611,432432542,104.0386892,30.655466
612,612,432432543,104.0385779,30.6591674
613,613,4772472222,104.0448994,30.6631423
614,614,432432545,104.0384853,30.6615583
615,615,1819305372,104.1056596,30.6369329
616,616,432432548,104.0421477,30.6604332
617,617,6557672870,104.0177799,30.6910359
618,618,6557672871,104.017988,30.690906
619,619,6557672872,104.0206128,30.6892459
620,620,6557672873,104.0281962,30.6843236
621,621,6557672874,104.021981,30.6884046
622,622,6557672875,104.0234978,30.6874538
623,623,6557672876,104.0251503,30.6863861
624,624,6557672877,104.0278558,30.6845481
625,625,432432550,104.0434543,30.658962
626,626,432432555,104.0454739,30.6563657
627,627,432432557,104.0472494,30.6556301
628,628,432432558,104.0483297,30.6554723
629,629,2653570473,104.0941546,30.6676255
630,630,6557672884,104.0353187,30.6799693
631,631,432432572,104.0378395,30.6615761
632,632,432432573,104.0335951,30.6641733
633,633,432432574,104.0333013,30.6638273
634,634,1819305409,104.110469,30.6419823
635,635,432432585,104.0346479,30.6593166
636,636,6685885897,104.0773532,30.6358433
637,637,6685885898,104.0775085,30.6355975
638,638,6685885900,104.0773718,30.6352022
639,639,432432589,104.0317297,30.6584676
640,640,6685885903,104.0771287,30.6348762
641,641,432432593,104.0362036,30.6594274
642,642,432432594,104.0359622,30.6590167
643,643,6685885906,104.0781621,30.6351552
644,644,432432596,104.0318262,30.657983
645,645,6685885908,104.0772945,30.6353302
646,646,432432598,104.0324485,30.6565756
