,lsh_id,real_id,lon,lat
647,647,6685885909,104.0778771,30.6356009
648,648,6685885910,104.0775894,30.6354672
649,649,6685885911,104.0776704,30.6353379
650,650,6685885905,104.077957,30.6354681
651,651,6685885915,104.0775249,30.6350305
652,652,432432604,104.0351093,30.6590444
653,653,1819305436,104.0903704,30.6250014
654,654,6685885920,104.0784164,30.6343434
655,655,1819305441,104.0944812,30.6279064
656,656,4550764002,104.1127119,30.6221676
657,657,6685885924,104.0779156,30.6341068
658,658,6685885925,104.0772743,30.6350633
659,659,6685885931,104.0774068,30.6366903
660,660,432432620,104.0302594,30.6570026
661,661,432432621,104.0300828,30.6565848
662,662,432432622,104.0296,30.6565571
663,663,5514126831,104.0613159,30.6357752
664,664,5218239984,104.0522938,30.6976641
665,665,5514126832,104.0392641,30.6576546
666,666,432432625,104.0445345,30.6550435
667,667,5218239987,104.0525637,30.6979349
668,668,5514126835,104.0434673,30.6553353
669,669,4449117682,104.0994026,30.6273834
670,670,1819305456,104.0905689,30.6255508
671,671,2398037490,104.1144288,30.682767
672,672,432432632,104.0452373,30.6553527
673,673,1819305465,104.1016772,30.6364832
674,674,1819305463,104.103835,30.63317
