,real_id,lon,lat,cluster_id
0,276556799,104.0636064,30.649547600000002,23
1,276556859,104.0644224,30.623525300000004,6
2,276556860,104.0645003,30.621304100000003,6
3,276558480,104.0646038,30.622804100000003,6
4,276558491,104.0660483,30.6226428,6
5,276558558,104.0253195,30.6425093,40
6,288416379,104.083862,30.6898358,35
7,288416380,104.080525,30.6847522,35
8,288416384,104.06935959999998,30.681145500000003,25
9,288416386,104.06909959999999,30.679901899999997,25
10,288416399,104.03360179999999,30.680974600000003,51
11,314614019,104.0318762,30.619043199999997,31
12,314614086,104.0339744,30.6171946,44
13,314614336,104.0527377,30.6416734,23
14,314614358,104.04551409999999,30.630381699999997,48
15,314614375,104.03997829999999,30.6218787,44
16,314622896,104.0664771,30.6548869,1
17,314622903,104.03890279999999,30.648562599999998,59
18,314622918,104.0581502,30.660730600000004,1
19,314622919,104.058246,30.656690299999998,1
20,314622924,104.0537838,30.65015,23
21,314622931,104.0513248,30.648754600000004,23
22,314622954,104.0541871,30.650618199999997,23
23,314622956,104.0472286,30.6468907,23
24,314622958,104.0459662,30.644761,48
25,314622961,104.057458,30.6489945,23
26,314622964,104.0637425,30.646111600000005,23
27,314622970,104.03519449999999,30.6428346,59
28,314622978,104.00859399999999,30.654911600000005,56
29,314623056,104.0154053,30.616549499999998,28
30,314623088,104.0347608,30.653411300000002,59
31,314623097,104.0351017,30.646912300000004,59
32,314623099,104.0306897,30.639467800000002,10
33,314623102,104.02670450000001,30.6434755,10
34,314623104,104.0389332,30.646949699999997,59
35,314623106,104.03514799999999,30.6456718,59
36,314623112,104.0350235,30.6491419,59
37,314623117,104.03258309999998,30.649993199999997,59
38,314623138,104.0640242,30.637322499999996,52
39,314623148,104.0635976,30.651584200000002,23
40,314623160,104.068101,30.6695892,25
41,314635435,104.0360035,30.6318966,10
42,314635437,104.0393042,30.636850399999997,48
43,314635450,104.0373755,30.634030100000004,10
44,314635456,104.0325038,30.6408847,10
45,314635462,104.0318293,30.643949699999997,59
46,314635465,104.0351525,30.6442419,59
47,314635476,104.0337337,30.6395178,10
48,314635488,104.070561,30.657450300000004,1
49,314635491,104.0555142,30.6272245,48
50,314635503,104.04255649999999,30.6257631,44
51,314635512,104.042614,30.625989899999997,44
52,314654830,104.0444735,30.628728999999996,48
53,314655016,104.04401440000001,30.628019800000004,48
54,314655017,104.044124,30.6280339,48
55,314655039,104.0445255,30.627425,48
56,314655092,104.0454194,30.6193901,44
57,314655170,104.0491371,30.628819,48
58,314655429,104.03653620000001,30.639878200000002,10
59,318083025,104.01892640000001,30.672612899999997,38
60,318083027,104.01481390000001,30.6733326,38
61,318090562,103.9980415,30.668140500000003,55
62,318090571,103.99757159999999,30.663969599999998,55
63,318090585,104.00633909999999,30.655673600000004,2
64,318090605,104.01303670000001,30.6598101,56
65,318090606,104.0136054,30.660043199999997,56
66,318090636,104.01910140000001,30.665194500000002,56
67,337539008,104.02472940000001,30.6355081,10
68,337539075,104.00497320000001,30.6245189,28
69,337539093,104.01902270000001,30.627888800000004,31
70,337539164,104.03090809999999,30.6284597,10
71,337539180,104.0300841,30.626979,31
72,337539216,104.0353362,30.6243278,44
73,337539262,104.04055240000001,30.6386619,48
74,338246744,104.0297587,30.653394800000004,59
75,432429372,104.056071,30.631895399999998,52
76,432429373,104.0560448,30.635755800000002,52
77,432429376,104.05369590000001,30.637134600000003,48
78,432429383,104.0528762,30.6392966,48
79,432429386,104.05167270000001,30.639900399999995,48
80,432429395,104.0550392,30.640627600000002,23
81,432429409,104.0537434,30.6357119,48
82,432429412,104.04243290000001,30.6353697,48
83,432429413,104.04402490000001,30.6346164,48
84,432429414,104.0416237,30.631049100000006,48
85,432429416,104.0383204,30.6354119,10
86,432429420,104.0359135,30.635825899999997,10
87,432429421,104.0346801,30.6354842,10
88,432429422,104.03383249999999,30.636305800000002,10
89,432429423,104.03264,30.6374503,10
90,432429425,104.03201949999999,30.6350412,10
91,432429426,104.03125899999999,30.6364409,10
92,432429427,104.0403979,30.622390799999998,44
93,432429428,104.0405312,30.629389899999996,48
94,432432462,104.05454209999999,30.651082300000002,23
95,432432515,104.05801020000001,30.6505399,23
96,432432519,104.05474140000001,30.651498600000004,23
97,432432523,104.05127759999999,30.654840500000002,47
98,432432524,104.051174,30.6546049,47
99,432432527,104.05003509999999,30.655249600000005,47
100,432432531,104.04502600000001,30.654221600000003,47
101,432432532,104.0449104,30.654219800000003,47
102,432432533,104.0442345,30.654199,47
103,432432534,104.0387288,30.6541868,59
104,432432535,104.04400090000001,30.654201300000004,47
105,432432536,104.04302709999999,30.656271000000004,47
106,432432540,104.03862559999999,30.6576369,59
107,432432542,104.0386892,30.655465999999997,59
108,432432543,104.0385779,30.6591674,14
109,432432545,104.0384853,30.6615583,14
110,432432546,104.03847809999999,30.6630635,14
111,432432548,104.0421477,30.6604332,47
112,432432550,104.0434543,30.658962,47
113,432432555,104.0454739,30.656365700000002,47
114,432432557,104.04724940000001,30.655630100000003,47
115,432432558,104.0483297,30.6554723,47
116,432432565,104.0385513,30.6598125,14
117,432432572,104.0378395,30.6615761,14
118,432432573,104.03359509999999,30.6641733,14
119,432432574,104.03330129999999,30.663827299999998,14
120,432432585,104.03464790000001,30.659316600000004,14
121,432432589,104.0317297,30.658467600000005,59
122,432432591,104.03668640000001,30.660055,14
123,432432592,104.0362358,30.6594966,14
124,432432593,104.0362036,30.6594274,14
125,432432595,104.03174809999999,30.6583768,59
126,432432596,104.0318262,30.657983,59
127,432432598,104.0324485,30.6565756,59
128,432432602,104.03474449999999,30.6592566,14
129,432432603,104.0350073,30.6590905,14
130,432432604,104.0351093,30.659044399999996,14
131,432432611,104.0318143,30.658052,59
132,432432620,104.0302594,30.657002600000002,59
133,432432621,104.0300828,30.6565848,59
134,432432622,104.0296,30.6565571,59
135,432432625,104.0445345,30.6550435,47
136,432432632,104.0452373,30.6553527,47
137,432441915,104.026985,30.6285016,31
138,432441916,104.02252390000001,30.6309832,31
139,432441918,104.0256893,30.6265201,31
140,432441922,104.027919,30.6267119,31
141,432441924,104.0289088,30.6348201,10
142,432441925,104.0313235,30.632839500000003,10
143,432441926,104.03273259999999,30.6316225,10
144,432441927,104.03236690000001,30.634651300000005,10
145,432441929,104.030292,30.631043800000004,10
146,432441930,104.0292513,30.6292713,10
147,432441931,104.03195,30.630264299999997,10
148,432442506,104.00583540000001,30.6676831,55
149,432442508,104.0065909,30.671688800000002,55
150,432442517,104.00955309999999,30.679064899999997,20
151,432442519,104.01273959999999,30.683134000000003,38
152,432442523,104.0142524,30.6853485,38
153,432442524,104.0155142,30.687150899999995,38
154,432442532,104.020273,30.6932001,7
155,432442534,104.01605479999999,30.6964659,7
156,432442535,104.01489609999999,30.6957094,7
157,432442539,104.0133124,30.6941586,61
158,432442540,104.0132439,30.6940599,61
159,432442542,104.0120852,30.692148200000002,61
160,432442544,104.01351209999999,30.6972869,61
161,432442545,104.0115695,30.6986441,61
162,432442547,104.0101667,30.6996472,61
163,432442548,104.0085632,30.6983279,61
164,432442552,104.01008320000001,30.696818,61
165,432442558,104.01170069999999,30.6953092,61
166,432442560,104.018858,30.698314899999996,7
167,432442562,104.019788,30.698864,7
168,432442571,104.02987759999999,30.690831,15
169,432442576,104.0279537,30.684626799999997,38
170,432442580,104.03209220000001,30.688189299999998,15
171,432442582,104.02417659999999,30.690236100000003,15
172,432442584,104.02205529999999,30.688491600000003,38
173,432442593,104.0198958,30.685985100000003,38
174,432442595,104.02280329999999,30.6851455,38
175,432442597,104.0252784,30.6864538,38
176,432442600,104.0290796,30.6900262,15
177,432442612,104.01780079999999,30.6865564,38
178,432442620,104.015336,30.6848778,38
179,432442623,104.01542090000001,30.684830100000003,38
180,432442628,104.01742809999999,30.683863,38
181,432442631,104.01899449999999,30.684019800000005,38
182,432442635,104.01924129999999,30.685459100000003,38
183,432442636,104.0193808,30.685588300000003,38
184,432442645,104.0155585,30.684753000000004,38
185,432442847,103.9955816,30.6692858,55
186,432442849,103.9935727,30.6701348,55
187,432442854,103.9915708,30.6660397,55
188,432442858,103.995858,30.670750800000004,55
189,432442859,103.99612259999999,30.672710100000003,20
190,432442860,103.9967006,30.67578,20
191,432442861,104.0011089,30.6682935,55
192,432442862,104.0012821,30.6702808,55
193,432442863,104.00155129999999,30.672203000000003,55
194,432442864,104.0020427,30.675311199999996,20
195,432442877,103.998065,30.678431300000003,20
196,432442878,103.99507559999999,30.6798472,20
197,432442895,104.0211403,30.664817,56
198,432442896,104.0244854,30.6649065,56
199,432442897,104.02665520000001,30.664993699999997,14
200,432442899,104.0318582,30.665006199999997,14
201,432442900,104.0339359,30.664649800000003,14
202,432442902,104.0274646,30.671349100000004,14
203,432442903,104.02671090000001,30.668236800000003,14
204,432442905,104.0248071,30.671882300000004,38
205,432442906,104.02274270000001,30.6719582,38
206,432442912,104.0225029,30.6710277,38
207,432442913,104.022873,30.66807,56
208,432442916,104.02436429999999,30.668093199999998,14
209,432442926,104.0216285,30.663584999999998,56
210,432442932,104.0234792,30.6621038,56
211,432442933,104.0234685,30.6619607,56
212,432442934,104.0234309,30.661762300000003,56
213,432442938,104.02564220000001,30.6750277,38
214,432442939,104.02620429999999,30.6774502,38
